,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
133,5,4,5,4,5,5,5,4,4,5,4,5,5,5,5,5,4,4,5,4,5,5,5,5,4,4,4,4,5,4,5,4,4,5,4,5,4,4,5,5,5,4,4,4,4,5,5,4,4,4
134,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,5,4,4,5,5,5,5,4,5,5,4,4,5,5,4,4,5,4,4,5,5,5,4,4,5,4,5,4,5,4,4
135,4,4,4,5,5,5,4,4,4,4,5,5,5,5,4,5,4,5,4,5,4,4,5,5,4,5,5,4,4,5,4,4,4,4,4,5,4,4,4,5,4,5,4,4,5,4,4,5,5,4
136,5,4,4,4,5,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,4,4,4,5,4,4,4,5,4,5,5,4,5,4,4,4,5,4,5,4,4,5,5,5,4,5,5,5,5,5
137,4,4,4,4,4,5,4,5,5,5,5,4,4,5,4,5,4,5,4,4,4,3,4,5,5,4,4,5,4,5,5,4,5,4,5,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4
138,5,5,5,5,4,5,4,4,4,4,5,4,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,4,5,5,4,4,4,4,4,5,4,5
139,4,4,5,5,5,4,5,5,5,4,4,5,5,4,4,4,5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,4,4,4,4,5,5,5,4,5,5,5,4,4,5,4
140,4,5,5,5,4,4,5,5,5,4,5,4,4,5,4,5,4,5,5,5,5,5,4,4,4,4,4,5,4,5,4,5,5,5,4,5,4,5,4,5,5,5,4,4,5,5,5,5,4,5
141,5,5,5,5,4,5,5,5,5,5,4,4,5,4,4,3,4,5,4,4,4,4,5,5,5,4,4,4,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,5,4,5,4,4,5,4
142,5,5,5,4,5,4,4,5,4,4,5,4,3,5,4,3,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,4,4,5,5,4,4,3,3,5,5,5,5,5
143,4,5,4,4,5,5,5,4,4,4,5,4,3,5,5,3,5,4,4,4,4,4,4,5,5,5,4,5,5,5,5,4,4,4,4,5,4,4,5,5,4,5,5,3,3,3,5,5,4,4
144,5,4,5,4,5,5,4,5,5,5,4,5,3,5,4,3,5,4,5,4,5,4,5,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,5,5,3,3,4,5,5,4,4
145,4,4,4,4,4,4,4,5,5,5,5,4,3,4,4,4,4,5,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,5,4,4,4
146,4,4,5,5,5,4,4,5,5,4,5,4,4,4,5,4,5,4,4,4,5,5,4,4,5,4,5,5,5,5,4,5,4,4,4,4,5,4,4,5,4,5,4,5,4,3,4,4,4,5
147,4,4,5,4,5,4,4,4,4,5,5,4,4,4,4,5,5,5,4,5,5,5,5,4,5,4,5,4,4,5,4,4,5,5,5,4,4,4,4,4,4,5,4,4,4,3,4,5,5,5
148,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,4,5,5,4,4,5,5,4,5,4,4,5,5,5,5,4,4,5,5,5,4,4,5,4,4,4,4,5
149,4,5,5,5,5,5,5,4,4,4,5,4,5,4,4,5,5,4,5,4,4,5,4,5,5,4,5,5,4,5,5,4,5,4,4,5,5,4,5,4,5,5,4,4,5,4,4,4,4,3
150,5,4,4,4,4,5,5,4,4,4,4,5,4,4,5,4,5,4,5,5,5,4,5,4,4,4,5,4,4,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4
151,4,4,5,4,4,5,4,4,4,5,4,5,5,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,5,4,5,5,4,5,5,5,4,5,4,4,5,5,4,4,5,4,5,5,5,4
152,4,5,5,5,4,4,4,5,5,4,5,4,5,5,4,4,5,4,4,5,4,5,4,5,5,4,4,5,4,4,5,5,4,5,4,4,4,5,5,4,5,5,4,5,5,5,5,5,4,5
153,4,4,4,5,5,5,5,4,5,5,4,4,5,5,5,4,5,4,5,5,5,4,4,4,5,5,5,4,5,5,4,4,4,5,4,4,4,4,4,5,5,4,4,5,5,5,5,5,4,4
154,4,4,4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,4,5,5,5,5,4,5,5,4,5,4,5,5,4,4,5,5,5,4,4,5,5,5,4,5,4,4,4,5,4,4,5,4
155,5,4,4,5,4,5,4,4,4,5,4,4,4,5,5,5,4,5,5,4,5,5,5,4,4,4,5,5,4,4,5,5,5,4,5,5,4,4,4,5,5,4,5,4,3,5,4,4,4,4
156,4,5,5,5,4,4,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,4,5,5,4,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,4,5,5,4,3,4,4,5,4,5
157,5,5,4,4,4,5,5,5,5,4,5,4,4,5,4,5,4,4,4,4,3,4,5,4,5,4,5,5,5,5,5,5,4,4,5,5,5,4,4,4,5,4,4,5,4,5,4,4,4,4
158,5,4,4,5,4,4,5,5,5,5,5,4,4,5,5,4,5,4,4,5,4,4,4,5,4,5,4,4,4,5,4,5,5,5,4,5,4,4,4,5,4,4,4,5,5,5,4,5,4,5
159,5,4,5,4,4,4,5,4,5,4,4,5,4,4,4,4,5,5,4,4,5,4,5,4,5,4,4,5,5,5,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,5,5,4
160,5,5,5,5,4,5,4,4,3,5,5,4,5,5,5,4,5,4,5,4,4,5,4,4,5,4,5,5,4,3,5,5,4,4,5,4,4,4,5,4,4,4,5,5,4,3,4,4,4,5
161,5,5,4,4,4,5,5,4,4,4,5,5,5,4,4,5,4,5,4,4,5,5,5,4,5,5,4,5,4,4,5,4,5,5,5,5,5,4,5,4,5,4,5,4,5,3,4,4,4,5
162,5,4,5,5,4,4,4,4,5,5,5,4,5,4,4,5,5,4,4,5,4,5,4,5,4,4,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,4,4,4,5,4,5,5,4,4
163,4,5,5,4,5,4,5,5,5,4,5,4,4,5,5,5,4,4,4,4,5,4,5,4,5,5,4,5,5,5,5,4,4,5,4,5,5,4,4,5,5,4,5,4,5,5,4,4,4,3
164,4,4,4,5,5,4,5,5,4,5,4,5,4,4,4,4,4,5,4,5,4,5,4,5,5,5,4,4,4,5,5,4,5,5,4,4,4,4,4,5,4,4,4,5,5,5,4,5,5,3
165,4,4,5,5,4,4,4,5,5,4,5,4,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,5,4,3,4,5,4,5,4,5,4,4,3,3,5,4,4,4,4,5,4,4,4,3
166,4,5,5,4,5,4,4,5,5,4,5,4,5,4,5,4,4,5,4,4,3,2,5,4,3,5,5,5,4,3,3,5,4,5,5,4,5,5,4,4,5,5,5,4,5,4,4,4,4,3
167,4,4,5,4,4,5,5,5,5,4,3,5,5,5,4,4,4,5,5,4,3,2,5,4,3,5,4,4,5,4,4,5,4,5,4,4,5,4,4,4,4,5,4,5,5,5,5,4,5,4
168,4,5,4,5,5,4,4,5,4,5,3,5,4,5,5,5,5,4,4,5,3,3,4,5,3,5,5,4,4,4,4,5,5,5,4,4,5,4,5,5,4,5,4,4,4,5,5,4,4,4
169,5,4,5,4,4,5,5,5,5,4,3,5,5,4,4,4,4,4,5,4,4,3,4,5,4,5,5,5,4,4,5,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5
170,5,5,5,5,5,4,5,4,4,4,3,4,4,4,5,4,4,5,5,5,4,4,3,5,5,5,5,4,4,5,4,5,4,3,5,5,5,5,5,4,5,5,4,4,4,4,4,4,5,5
171,4,5,5,4,4,5,4,4,5,5,4,4,5,5,5,5,5,5,4,5,4,5,4,5,4,5,5,4,4,4,4,4,4,4,5,5,5,5,4,4,5,4,5,4,4,5,5,4,4,4
172,4,5,5,4,5,5,4,4,5,4,4,5,4,5,5,5,5,5,5,4,4,4,5,4,4,5,5,5,5,4,4,4,5,4,4,4,4,5,4,5,4,4,5,5,4,4,4,4,4,4
173,4,4,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,5,5,4,5,4,4,4,5,4,5,4,4,5,4,5,5
174,4,5,5,5,5,4,5,4,3,5,5,5,4,4,5,4,5,4,4,5,4,4,4,5,5,4,4,4,5,4,3,4,5,5,5,4,4,4,5,5,4,4,4,5,4,4,5,4,4,5
175,5,4,5,4,4,5,4,5,4,5,5,5,4,5,5,5,5,5,4,4,4,5,4,5,5,4,5,5,5,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4
176,4,5,5,5,5,5,5,4,5,4,5,4,4,5,4,4,5,4,4,5,5,5,5,4,5,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,5,4,5,4,5,4,4,5,5,5
177,5,5,5,4,5,5,5,5,5,4,5,5,4,4,4,5,4,4,5,4,5,4,5,5,4,4,5,4,5,4,4,5,4,4,4,5,4,4,4,5,5,5,4,4,5,5,5,5,5,5
178,4,5,5,5,4,5,4,4,4,5,5,5,4,4,5,5,4,5,5,4,4,5,5,5,4,5,4,4,4,5,4,4,5,5,4,4,4,4,5,4,5,5,4,5,4,4,5,5,4,4
179,4,4,4,5,4,5,5,4,4,4,5,4,5,4,4,4,4,4,4,5,4,5,5,4,5,4,4,5,4,5,5,4,4,4,5,4,4,4,5,5,4,5,5,4,4,5,5,4,4,4
180,5,4,5,4,5,4,5,5,4,5,5,5,5,5,5,4,4,5,4,5,4,4,4,5,5,4,5,4,4,4,5,5,5,4,5,4,4,4,5,5,5,5,4,4,5,4,5,5,5,5
181,5,5,5,4,4,5,5,4,5,4,5,5,4,4,4,4,4,4,4,5,5,5,4,4,4,5,5,4,4,4,5,4,5,5,5,4,4,4,3,5,4,5,5,5,4,5,4,5,4,4
182,4,4,4,5,5,4,5,5,5,4,4,4,5,4,5,5,4,5,4,4,4,4,4,5,5,4,4,5,4,4,3,5,4,5,5,5,4,4,4,3,5,4,5,4,4,5,5,4,5,5
183,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,5,4,5,4,5,4,4,4,5,5,5,4,5,4,5,3,4,4,4,4,4,4,5,4,5,4
184,4,5,4,4,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,4,3,5,4,4,5,4,3,3,5,4,4
185,5,5,5,5,5,4,4,5,4,5,4,5,4,4,4,5,5,5,5,5,5,5,4,3,5,5,5,5,4,5,5,5,4,4,4,5,5,4,4,4,5,4,4,5,5,3,3,4,4,5
186,5,5,5,5,4,4,4,4,4,5,4,4,4,5,4,5,5,4,5,4,4,5,5,3,4,5,4,4,5,5,5,5,4,5,4,5,4,5,5,5,4,4,5,5,4,4,3,4,5,5
187,4,5,5,4,5,5,4,5,4,4,4,4,5,4,5,4,5,5,4,5,5,5,4,3,3,4,5,5,4,4,5,4,4,5,4,4,5,5,4,5,4,5,5,4,4,4,3,4,4,4
188,4,5,5,4,5,5,5,4,5,5,5,5,5,5,4,4,4,5,4,4,5,5,5,3,3,4,4,5,4,4,4,4,5,4,5,4,4,5,4,5,4,4,5,5,5,4,3,5,4,4
189,4,3,5,5,4,4,4,4,4,5,4,5,4,4,5,4,5,5,4,4,4,5,5,3,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,5,4,4,5,5,5,4,5,4,5
190,4,4,5,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,4,4,4,3,5,5,4,5,4,3,4,4,5,4,4,4,5,4,5,4,4,4,4,5,4,4,4,5,5
191,5,4,5,4,5,4,4,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,5,4,4,5,4,5,4,3,4,4,5,5,5,5,4,4,5,5,5,4,5,5,4,4,4,5,5
192,5,4,5,5,5,5,5,4,4,4,5,4,4,4,4,4,5,4,5,5,4,5,5,5,4,5,4,4,5,5,3,4,5,4,5,5,4,5,5,5,4,4,4,5,5,5,4,5,4,4
193,4,5,5,5,5,4,5,5,4,5,5,4,4,4,5,4,4,4,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,5,5,5,4
194,4,5,4,5,4,4,5,5,4,4,5,4,5,4,4,4,4,5,4,4,4,3,4,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,5,4,5,4,4,4,4,5,4,4,4,4
195,4,5,4,4,4,5,4,5,4,4,5,4,5,4,4,5,5,4,5,4,5,3,4,4,5,4,5,4,4,5,4,5,5,5,4,5,5,4,4,5,5,4,5,5,4,5,5,5,4,4
196,4,4,5,4,4,5,4,4,5,5,5,5,5,5,5,4,4,4,4,4,5,3,5,5,5,5,4,4,4,4,4,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,4,4,4
197,5,4,5,4,4,4,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,4,5,5,4,4,4,5,5,5,4,4,4,4,5,4,5,4,3,5,5,5,5,5,4,4,4,4,5
198,5,4,4,4,5,4,5,4,4,4,4,4,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,4,4,4,5,5,4,5,5,4,4,5,4,5,5,5,5,4,4,4,5,4,5
199,4,4,5,5,5,5,5,4,5,4,4,4,5,4,4,4,5,4,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,5,4,5,5,5,4,5,4,4,4,3,5,4,4,5,5,4
